Deutsch,Englisch,Kartenart,Kartentyp,Eigenschaft,Typ,Stufe_Rang_Link,ATK,DEF,Anzahl
General Raiho der Eisbarriere ,General Raiho of the Ice Barrier,Monster,Effekt,Wasser,Krieger,6,2100,2300,1
Hexa-Geist der Eisbarriere,Hexa Spirit of the Ice Barrier,Monster,Effekt,Wasser,Seeschlange,1,400,200,1
General Gantala der Eisbarriere,General Gantala of the Ice Barrier,Monster,Effekt,Wasser,Krieger,7,2700,2000,1
Auftauchen,Surface,Zauber,Normaler Zauber,-,-,-,-,-,1
Eisbahn ,Eisbahn,Falle,Permanente Falle,-,-,-,-,-,1
Fischborg-Werfer ,Fishborg Launcher,Monster,Effekt,Wasser,Fisch,1,200,100,1
Sprecherin für die Eisbarrieren ,Speaker for the Ice Barriers,Monster,Effekt,Wasser,Hexer,4,1000,1800,1
Täuschungsfrosch ,Dupe Frog,Monster,Effekt,Wasser,Aqua,2,100,2000,1
Ernenner des roten Lotus ,Appointer of the Red Lotus,Falle,Normale Falle,-,-,-,-,-,1
Offenbarerin der Eisbarriere,Revealer of the Ice Barrier,Monster,Effekt,Wasser,Hexer,4,1700,1000,1
Prior der Eisbarriere,Prior of the Ice Barrier,Monster,Effekt,Wasser,Aqua,2,1000,400,1
Genex-Überwacher ,Genex Controller,Monster,Normal,Finsternis,Maschine,3,1400,1200,1
Reparieren,Salvage,Zauber,Normaler Zauber,-,-,-,-,-,1
Stiller Angler ,Silent Angler,Monster,Effekt,Wasser,Fisch,4,800,1400,1
Wau bist du?,Where Arf Thou?,Zauber,Normaler Zauber,-,-,-,-,-,1
Frostketten der Eisbarriere,Freezing Chains of the Ice Barrier,Zauber,Permanenter Zauber,-,-,-,-,-,1
Medaillon der Eisbarriere ,Medallion of the Ice Barrier,Zauber,Normaler Zauber,-,-,-,-,-,1
Zauberbrecherin der Eisbarriere,Spellbreaker of the Ice Barrier,Monster,Effekt,Wasser,Hexer,4,1200,2000,1
Verteidiger der Eisbarriere ,Defender of the Ice Barrier,Monster,Effekt,Wasser,Aqua,3,200,1600,1
Zuijin der Eisbarriere ,Zuijin of the Ice Barrier,Monster,Effekt,Wasser,Krieger,2,500,300,1
Spiegel der Eisbarriere ,Mirror of the Ice Barrier,Zauber,Schnellzauber,-,-,-,-,-,1
Magisches Dreieck der Eisbarriere,Magic Triangle of the Ice Barrier,Zauber,Normaler Zauber,-,-,-,-,-,1
Kristron Eleskeletus ,Crystron Eleskeletus,Monster,Synchro,Wasser,Maschine,7,2600,2100,1
Die Mühe der Normalen ,The Toil of the Normal,Falle,Normale Falle,-,-,-,-,-,1
Arkane Ausbreitung ,Arcana Spread,Zauber,Normaler Zauber,-,-,-,-,-,2
"Mitsurugi no Mikoto, Kusanagi ","Mitsurugi no Mikoto, Kusanagi",Monster,Effekt,Finsternis,Reptil,4,1600,400,3
Flammenüberzug-Metallwandler,Flame Coating Metalmorph,Falle,Normale Falle,-,-,-,-,-,1
Großritter des roten Lotus,Grand Knight of the Red Lotus,Monster,Effekt,Feuer,Krieger,8,2100,1800,1
Kristron Sulfador ,Crystron Sulfador,Monster,Effekt,Wasser,Maschine,5,1900,2250,1
Sechserangriff - Sechsschlaghagel,Six Strike - Sextuple Barrage,Falle,Normale Falle,-,-,-,-,-,1
Argostars - Schnelle Capane ,Argostars - Swift Capane,Falle,Permanente Falle,-,-,-,-,-,1
Argostars - Blitz Tydeu ,Argostars - Lightning Tydeu,Falle,Permanente Falle,-,-,-,-,-,1
Böser HELD Darkest Knight ,Evil HERO Darkest Knight,Monster,Fusion,Erde,Unterweltler,8,1600,0,1
Finstere Überlegenheit ,Dark Supremacy,Falle,Normale Falle,-,-,-,-,-,1
Göttin der zwei Seiten,Goddess of the Two Sides,Monster,Effekt,Licht,Fee,3,950,700,1
Arkane Macht V - Der Hierophant ,Arcana Force V - The Hierophant,Monster,Effekt,Licht,Fee,4,1500,1500,1
Mitsurugi-Gebete,Mitsurugi Prayers,Zauber,Schnellzauber,-,-,-,-,-,4
Kontrast-HELD Chaos ,Contrast HERO Chaos,Monster,Fusion,Finsternis,Krieger,9,3000,2600,1
Maskierter HELD Koga ,Masked HERO Koga,Monster,Fusion,Licht,Krieger,8,2500,1800,1
Maskierter HELD Göttlicher Wind ,Masked HERO Divine Wind,Monster,Fusion,Wind,Krieger,8,2700,1900,1
Elementar-HELD Großer Tornado ,Elemental HERO Great Tornado,Monster,Fusion,Wind,Krieger,8,2800,2200,1
H - Heißes Herz ,H - Heated Heart,Zauber,Normaler Zauber,-,-,-,-,-,2
Elementar-HELD Avian ,Elemental HERO Avian,Monster,Normal,Wind,Krieger,3,1000,1000,2
Ein Held lebt ,A Hero Lives,Zauber,Normaler Zauber,-,-,-,-,-,2
Elementar-HELD Another Neos ,Elemental HERO Neos Alius,Monster,Effekt,Licht,Krieger,4,1900,1300,1
O - Oberseele ,O - Oversoul,Zauber,Normaler Zauber,-,-,-,-,-,1
Elementar-HELD Ocean,Elemental HERO Ocean,Monster,Effekt,Wasser,Krieger,4,1500,1200,1
"Homunkulus, Geschöpf der Alchemie ",Homunculus the Alchemic Being,Monster,Effekt,Licht,Pflanze,4,1800,1600,1
Elementar-HELD Woodsman ,Elemental HERO Woodsman,Monster,Effekt,Erde,Krieger,4,1000,2000,1
R - Rechtschaffenes Urteil ,R - Righteous Justice,Zauber,Normaler Zauber,-,-,-,-,-,2
Heldensignal,Hero Signal,Falle,Normale Falle,-,-,-,-,-,2
E - Eiliger Notruf ,E - Emergency Call,Zauber,Normaler Zauber,-,-,-,-,-,1
Bodenlose Fallgrube ,Bottomless Trap Hole,Falle,Normale Falle,-,-,-,-,-,1
Fusion der Parallelwelten ,Parallel World Fusion,Zauber,Normaler Zauber,-,-,-,-,-,1
Der lebendig heimkehrende Krieger ,The Warrior Returning Alive,Zauber,Normaler Zauber,-,-,-,-,-,1
Kartenkavallerist ,Card Trooper,Monster,Effekt,Erde,Maschine,3,400,400,1
Gestaltwechsel ,Form Change,Zauber,Schnellzauber,-,-,-,-,-,1
Elementar-HELD Bladedge ,Elemental HERO Bladedge,Monster,Effekt,Erde,Krieger,7,2600,1800,2
Maskenaufladung,Mask Charge,Zauber,Normaler Zauber,-,-,-,-,-,1
Heldenmaske ,Hero Mask,Zauber,Normaler Zauber,-,-,-,-,-,1
Maskenwechsel,Mask Change,Zauber,Schnellzauber,-,-,-,-,-,1
Kampfwachen-Geheul,Battleguard Howling,Falle,Normale Falle,-,-,-,-,-,1
Neo-Weltraum Grand Mole,Neo-Spacian Grand Mole,Monster,Effekt,Erde,Fels,3,900,300,1
Elementar-HELD Voltic ,Elemental HERO Voltic,Monster,Effekt,Licht,Donner,4,1000,1500,1
Elementar-HELD Wildheart ,Elemental HERO Wildheart,Monster,Effekt,Erde,Krieger,4,1500,1600,2
Heldenexplosion ,Hero Blast,Falle,Normale Falle,-,-,-,-,-,1
Elementar-HELD Heat,Elemental HERO Heat,Monster,Effekt,Feuer,Pyro,4,1600,1200,1
Wunderfusion ,Miracle Fusion,Zauber,Normaler Zauber,-,-,-,-,-,1
Elementar-HELD Bubbleman ,Elemental HERO Bubbleman,Monster,Effekt,Wasser,Krieger,4,800,1200,2
Elementar-HELD Schattennebel ,Elemental HERO Shadow Mist,Monster,Effekt,Finsternis,Krieger,4,1000,1500,1
Torblocker,Gate Blocker,Monster,Effekt,Erde,Fels,4,100,2000,1
Schild und Schwert ,Shield & Sword,Zauber,Normaler Zauber,-,-,-,-,-,1
Labyrinthmauern,Labyrinth Wall,Monster,Normal,Erde,Fels,5,0,3000,2
Katapultzone,Catapult Zone,Zauber,Spielfeldzauber,-,-,-,-,-,2
Sandmotte ,Sand Moth,Monster,Effekt,Erde,Fels,4,1000,2000,1
Minengolem ,Mine Golem,Monster,Effekt,Erde,Fels,3,1000,1900,1
Totenkopfhöhle,Skull Lair,Falle,Permanente Falle,-,-,-,-,-,1
Großes Horn des Himmels,Grand Horn of Heaven,Falle,Konterfalle,-,-,-,-,-,2
Dummy-Golem,Dummy Golem,Monster,Effekt,Erde,Fels,2,800,800,1
Megafels-Drache ,Megarock Dragon,Monster,Effekt,Erde,Fels,7,?,?,1
Degenerierter Kreislauf ,Degenerate Circuit,Zauber,Permanenter Zauber,-,-,-,-,-,1
Blockgolem ,Block Golem,Monster,Effekt,Erde,Fels,3,1000,1500,1
Bodenloser Treibsand ,Bottomless Shifting Sand,Falle,Permanente Falle,-,-,-,-,-,1
Verlorener Wächter ,Lost Guardian,Monster,Effekt,Erde,Fels,4,100,?,1
Rückkehr aus der anderen Dimension ,Return from the Different Dimension,Falle,Normale Falle,-,-,-,-,-,1
Wachposten-Steinsoldat ,Sentry Soldier of Stone,Monster,Effekt,Erde,Fels,3,1300,2000,1
Muka Muka ,Muka Muka,Monster,Effekt,Erde,Fels,2,600,300,2
Moai Abfangkanonen ,Moai Interceptor Cannons,Monster,Effekt,Erde,Fels,4,1100,2000,2
Hieracosphinx ,Hieracosphinx,Monster,Effekt,Erde,Fels,6,2400,1200,1
Wächterstatue ,Guardian Statue,Monster,Effekt,Erde,Fels,4,800,1400,1
Medusawurm ,Medusa Worm,Monster,Effekt,Erde,Fels,2,500,600,1
Seelenerlöser ,Soul Release,Zauber,Normaler Zauber,-,-,-,-,-,1
Grab-Ohja ,Grave Ohja,Monster,Effekt,Erde,Fels,4,1600,1500,1
Seelenübernahme ,Soul Absorption,Zauber,Permanenter Zauber,-,-,-,-,-,1
Chor der heiligen Stätte ,Chorus of Sanctuary,Zauber,Spielfeldzauber,-,-,-,-,-,1
Überlebensinstinkt ,Survival Instinct,Falle,Normale Falle,-,-,-,-,-,1
Hydrogeddon,Hydrogeddon,Monster,Effekt,Wasser,Dinosaurier,4,1600,1000,6
Kabazauls ,Kabazauls,Monster,Normal,Wasser,Dinosaurier,4,1700,1500,1
Schwarzer Stego,Black Stego,Monster,Effekt,Erde,Dinosaurier,4,1200,2000,1
Babycerasaurier ,Babycerasaurus,Monster,Effekt,Erde,Dinosaurier,2,500,500,2
Jagdinstinkt ,Hunting Instinct,Falle,Normale Falle,-,-,-,-,-,1
Seismische Schockwelle,Seismic Shockwave,Falle,Permanente Falle,-,-,-,-,-,1
Vulkanausbruch ,Volcanic Eruption,Falle,Normale Falle,-,-,-,-,-,1
H2O-Verbindung,Bonding - H2O,Zauber,Normaler Zauber,-,-,-,-,-,5
Gilasaurus,Gilasaurus,Monster,Effekt,Erde,Dinosaurier,3,1400,400,3
Sebeks Segen,Sebek's Blessing,Zauber,Schnellzauber,-,-,-,-,-,1
Superleiter-Tyranno,Super Conductor Tyranno,Monster,Effekt,Licht,Dinosaurier,8,3300,1400,2
Jurassische Welt,Jurassic World,Zauber,Spielfeldzauber,-,-,-,-,-,1
Der Goblin aus der Bratpfanne,Goblin Out of the Frying Pan,Falle,Konterfalle,-,-,-,-,-,1
Säbelsaurier,Sabersaurus,Monster,Normal,Erde,Dinosaurier,4,1900,500,3
Magischer Armschild,Magical Arm Shield,Falle,Normale Falle,-,-,-,-,-,1
Wasserdrache,Water Dragon,Monster,Effekt,Wasser,Seeschlange,8,2800,2600,3
Schwarzer Tyranno,Black Tyranno,Monster,Effekt,Erde,Dinosaurier,7,2600,1800,1
Hyper Hammerkopf,Hyper Hammerhead,Monster,Effekt,Erde,Dinosaurier,4,1500,1200,2
Riryoku ,Riryoku ,Zauber,Normaler Zauber,-,-,-,-,-,2
Schwarzer Ptera ,Black Ptera,Monster,Effekt,Wind,Dinosaurier,3,1000,500,1
Magischer Hammer,Magical Mallet,Zauber,Normaler Zauber,-,-,-,-,-,2
Große Evolutionspille,Big Evolution Pill,Zauber,Normaler Zauber,-,-,-,-,-,2
Finsterer Driceratops,Dark Driceratops,Monster,Effekt,Erde,Dinosaurier,6,2400,1500,1
Jurawunderei,Miracle Jurassic Egg,Monster,Effekt,Erde,Dinosaurier,4,0,2000,2
Fehlfunktion ,Malfunction,Falle,Konterfalle,-,-,-,-,-,1
Hypnotische Kontrolle,Mesmeric Control,Zauber,Normaler Zauber,-,-,-,-,-,1
Verrückte Schwertbestie,Mad Sword Beast,Monster,Effekt,Erde,Dinosaurier,4,1400,1200,1
Schwanzhieb ,Tail Swipe,Zauber,Normaler Zauber,-,-,-,-,-,1
Fossile Ausgrabung,Fossil Excavation,Falle,Permanente Falle,-,-,-,-,-,2
Juraei-Spielmarke,Jurraegg Token,Monster,Spielmarke,Erde,Dinosaurier,1,0,0,1
Seelenfressender Oviraptor ,Souleating Oviraptor,Monster,Effekt,Finsternis,Dinosaurier,4,1800,500,1
Petiteranodon,Petiteranodon,Monster,Effekt,Erde,Dinosaurier,2,500,500,1
Überlebensende ,Survival's End,Falle,Normale Falle,-,-,-,-,-,1
Überleben der Stärksten,Survival of the Fittest,Falle,Normale Falle,-,-,-,-,-,1
Megaloreißer X,Megalosmasher X,Monster,Normal,Wasser,Dinosaurier,4,2000,0,2
Qual der Entscheidung,Painful Decision,Zauber,Normaler Zauber,-,-,-,-,-,1
Superantikes Dinoungeheuer ,Super-Ancient Dinobeast,Monster,Effekt,Erde,Dinosaurier,8,2700,1400,1
Verborgene Sprengladung,Secret Blast,Falle,Normale Falle,-,-,-,-,-,1
Schwarzer Brachios,Black Brachios,Monster,Effekt,Erde,Dinosaurier,4,1800,1100,1
Albtraum-Erzunterweltler ,Nightmare Archfiends,Falle,Normale Falle,-,-,-,-,-,1
Rettungskaninchen ,Rescue Rabbit,Monster,Effekt,Erde,Ungeheuer,4,300,100,1
Verschiedosaurier ,Miscellaneousaurus,Monster,Effekt,Feuer,Dinosaurier,4,1800,1000,1
Begräbnis aus einer anderen Dimension,Burial from a Different Dimension,Zauber,Schnellzauber,-,-,-,-,-,1
Untergegangene Welt ,Lost World,Zauber,Spielfeldzauber,-,-,-,-,-,1
Stego-Cyber ,Stegocyber,Monster,Effekt,Finsternis,Dinosaurier,6,1200,2400,1
Skelesaurier ,Skelesaurus,Monster,Effekt,Finsternis,Zombie,4,1700,1400,1
Ojama-Trio,Ojama Trio,Falle,Normale Falle,-,-,-,-,-,1
Trifestungstops ,Trifortressops,Monster,Effekt,Finsternis,Maschine,6,1600,2800,1
Pünktliches Aussterben,Extinction on Schedule,Falle,Normale Falle,-,-,-,-,-,1
Bebende Spiegelkraft,Quaking Mirror Force,Falle,Normale Falle,-,-,-,-,-,1
Ultimativleiter-Tyranno,Ultimate Conductor Tyranno,Monster,Effekt,Licht,Dinosaurier,10,3500,3200,1
Sauropode Brachion,Sauropod Brachion,Monster,Effekt,Erde,Dinosaurier,8,1500,3000,1
Des Koala,Des Koala,Monster,Effekt,Finsternis,Ungeheuer,3,1100,1800,1
Weiße Magierin Pikeru ,White Magician Pikeru,Monster,Effekt,Licht,Hexer,2,1200,0,1
Des Wombat,Des Wombat,Monster,Effekt,Erde,Ungeheuer,3,1600,300,1
Frost-und-Flammen-Drache ,Frost and Flame Dragon,Monster,Effekt,Wasser,Drache,6,2300,2000,1
Meereskoala ,Sea Koala,Monster,Effekt,Erde,Ungeheuer,2,100,1600,1
Wolkenknall die Sturmschlange,Loud Cloud the Storm Serpent,Monster,Effekt,Wasser,Reptil,5,0,2000,1
Fünfte Hoffnung ,Fifth Hope,Zauber,Normaler Zauber,-,-,-,-,-,1
Entbehrlicher Gerätebenutzer ,Disposable Learner Device,Zauber,Ausrüstungszauber,-,-,-,-,-,1
Pikerus Kreis der Verzauberung,Pikeru's Circle of Enchantment,Falle,Normale Falle,-,-,-,-,-,1
UFOroide Kämpfer ,UFOroid Fighter,Monster,Fusion,Licht,Maschine,10,?,?,1
Elementar-HELD Necroid Shaman,Elemental HERO Necroid Shaman,Monster,Fusion,Finsternis,Krieger,6,1900,1800,1
"Elemente von Donner, Wasser und Wind","Elements of Thunder, Water, and Wind",Fähigkeit,Fähigkeit,-,Paradox,-,-,-,1
"Achtung, Torwächter!","Behold, Gate Guardian!",Fähigkeit,Fähigkeit,-,Paradox,-,-,-,1
Vorsicht vor dem Gebrüder-Paradox!,Beware the Brothers Paradox!,Fähigkeit,Fähigkeit,-,Paradox,-,-,-,1
Chemie in Bewegung,Chemistry in Motion,Fähigkeit,Fähigkeit,-,Bastion,-,-,-,1
Unter Druck,Under Pressure,Fähigkeit,Fähigkeit,-,Bastion,-,-,-,1
Den Roiden geht es gut,The Roids are Alright,Fähigkeit,Fähigkeit,-,Syrus,-,-,-,1
Kleiner Roid in der großen Stadt,Small Roid Big City,Fähigkeit,Fähigkeit,-,Syrus,-,-,-,1
Glaub an deinen Bruder,Believe in your Bro,Fähigkeit,Fähigkeit,-,Jaden & Syrus,-,-,-,1
Kraftbündnis,Power Bond,Fähigkeit,Fähigkeit,-,Syrus,-,-,-,1
Chillen im Hinterland,Chillin' Outback,Fähigkeit,Fähigkeit,-,Chumley,-,-,-,1
HELDEN VEREINIGT EUCH - FUSION!!,HEROES UNITE - FUSION!!,Fähigkeit,Fähigkeit,-,Jaden,-,-,-,1
HELDEN-Welt,HERO World,Fähigkeit,Fähigkeit,-,Jaden,-,-,-,1
Vulkanische Kanone,Volcanic Cannon,Fähigkeit,Fähigkeit,-,Axel,-,-,-,1
Glutbeschleuniger-Einsatz,Blaze Accelerator Deployment,Fähigkeit,Fähigkeit,-,Axel,-,-,-,1
Duoterion ,Duoterion ,Monster,Effekt,Wasser,Dinosaurier,5,2000,1400,2
Lebendes Fossil ,Living Fossil,Zauber,Ausrüstungszauber,-,-,-,-,-,1
DHO-Verbindung ,Bonding - DHO,Falle,Normale Falle,-,-,-,-,-,1
Ein Legendärer Ozean,A Legendary Ocean,Zauber,Spielfeldzauber,-,-,-,-,-,1
Hyozanryu ,Hyozanryu ,Monster,Normal,Licht,Drache,7,2100,2800,1
Jurassier-Iguanon,Jurrac Iguanon,Monster,Effekt,Feuer,Dinosaurier,4,1700,700,1
Carboneddon,Carboneddon,Monster,Effekt,Erde,Dinosaurier,3,800,600,1
Zauberschriftrolle,Scroll of Bewitchment,Zauber,Ausrüstungszauber,-,-,-,-,-,1
Jurassier-Protops,Jurrac Protops,Monster,Effekt,Feuer,Dinosaurier,4,1700,1200,1
Wasserdrachen-Schwarm,Water Dragon Cluster,Monster,Effekt,Wasser,Seeschlange,10,2800,2600,1
Verfluchtes Siegel des verbotenen Zaubers ,Cursed Seal of the Forbidden Spell,Falle,Konterfalle,-,-,-,-,-,1
Super Vehicroid Jumbo Drill,Super Vehicroid Jumbo Drill,Monster,Fusion,Erde,Maschine,8,3000,2000,1
Super-Vehicroid - Stealth Union,Super Vehicroid - Stealth Union,Monster,Fusion,Erde,Maschine,9,3600,3000,1
Ambulance Rescueroid ,Ambulance Rescueroid,Monster,Fusion,Feuer,Maschine,6,2300,1800,1
UFOroid ,UFOroid ,Monster,Effekt,Licht,Maschine,6,1200,1200,1
Stealthroid ,Stealthroid,Monster,Effekt,Finsternis,Maschine,4,1200,0,1
Notfallroid-Ruf ,Emergeroid Call,Falle,Konterfalle,-,-,-,-,-,1
Expressroid,Expressroid,Monster,Effekt,Erde,Maschine,4,400,1600,1
Twister,Twister,Zauber,Schnellzauber,-,-,-,-,-,1
Superladung,Supercharge,Falle,Normale Falle,-,-,-,-,-,1
Vehicroid-Ankopplungszone ,Vehicroid Connection Zone,Zauber,Normaler Zauber,-,-,-,-,-,1
Ambulanceroid ,Ambulanceroid,Monster,Effekt,Erde,Maschine,3,300,1200,1
Mechanischer Hund ,Mechanical Hound,Monster,Effekt,Erde,Maschine,7,2800,1500,1
Mixeroid,Mixeroid,Monster,Effekt,Wind,Maschine,4,0,2200,1
Truckroid,Truckroid,Monster,Effekt,Erde,Maschine,4,1000,2000,1
Wunderwerkstatt,Wonder Garage,Falle,Normale Falle,-,-,-,-,-,1
Submarineroid ,Submarineroid,Monster,Effekt,Wasser,Maschine,4,800,1800,1
Schildstoß ,Shield Crush,Zauber,Normaler Zauber,-,-,-,-,-,1
Waffenwechsel ,Weapon Change,Zauber,Permanenter Zauber,-,-,-,-,-,1
Cycroid ,Cycroid ,Monster,Normal,Erde,Maschine,3,800,1000,1
Rescueroid ,Rescueroid ,Monster,Effekt,Feuer,Maschine,6,1600,1800,1
Elementar-HELD Blazeman ,Elemental HERO Blazeman,Monster,Effekt,Feuer,Krieger,4,1200,1800,1
Elementar-HELD Sparkman ,Elemental HERO Sparkman,Monster,Normal,Licht,Krieger,4,1600,1400,1
Elementar-HELD Burstinatrix ,Elemental HERO Burstinatrix,Monster,Normal,Feuer,Krieger,3,1200,800,1
Göttin mit dem Dritten Auge,Goddess with the Third Eye,Monster,Effekt,Licht,Fee,4,1200,1000,1
Helden-Gegenangriff ,Hero Counterattack,Falle,Normale Falle,-,-,-,-,-,1
Heldenring,Hero Ring,Falle,Normale Falle,-,-,-,-,-,1
Wolkenkratzer 2 - Heldenstadt ,Skyscraper 2 - Hero City,Zauber,Spielfeldzauber,-,-,-,-,-,1
Elementar-HELD Clayman,Elemental HERO Clayman,Monster,Normal,Erde,Krieger,4,800,2000,1
Elementar-HELD Mariner,Elemental HERO Mariner,Monster,Fusion,Wasser,Krieger,5,1400,1000,1
Elementar-HELD Wild Wingman,Elemental HERO Wild Wingman,Monster,Fusion,Erde,Krieger,8,1900,2300,1
Elementar-HELD Elektrum,Elemental HERO Electrum,Monster,Fusion,Licht,Krieger,10,2900,2600,1
Elementar-HELD Tempest,Elemental HERO Tempest,Monster,Fusion,Wind,Krieger,8,2800,2800,2
Elementar-HELD Nova Master,Elemental HERO Nova Master,Monster,Fusion,Feuer,Krieger,8,2600,2100,1
Kazejin,Kazejin,Monster,Effekt,Wind,Hexer,7,2400,2200,2
Suijin,Suijin,Monster,Effekt,Wasser,Hexer,7,2500,2400,2
Torwächter,Gate Guardian,Monster,Effekt,Finsternis,Krieger,11,3750,3400,2
Steinstatue der Azteken,Stone Statue of the Aztecs,Monster,Effekt,Erde,Fels,4,300,2000,1
Abrechnung von Anubis,Judgment of Anubis,Falle,Konterfalle,-,-,-,-,-,1
Ryu-Kishin-Clown,Ryu-Kishin Clown,Monster,Effekt,Finsternis,Unterweltler,2,800,500,1
Sanga des Donners,Sanga of the Thunder,Monster,Effekt,Licht,Donner,7,2600,2200,1
Grober Clown,Crass Clown,Monster,Effekt,Finsternis,Unterweltler,4,1350,1400,1
Labyrinth des Alptraums,Labyrinth of Nightmare,Falle,Permanente Falle,-,-,-,-,-,1
Elfenmeteoreinschlag,Fairy Meteor Crush,Zauber,Ausrüstungszauber,-,-,-,-,-,1
Tributpuppe,Tribute Doll,Zauber,Normaler Zauber,-,-,-,-,-,1
Albion der Heiligfeuer-Drache,Albion the Sanctifire Dragon,Monster,Fusion,Licht,Drache,8,3000,2500,1
"Hiita, die Feuerverzaubererin ",Hiita the Fire Charmer,Monster,Effekt,Feuer,Hexer,3,500,1500,4
Aussa mit ihrem Vertrauten,Familiar-Possessed - Aussa,Monster,Effekt,Erde,Hexer,4,1850,1500,3
Eria die Wasserkanalisiererin,Eria the Water Channeler,Monster,Effekt,Wasser,Hexer,5,1850,1500,3
Hiita die Feuerkanalisiererin,Hiita the Fire Channeler,Monster,Effekt,Feuer,Hexer,5,1850,1500,3
Aussa die Erdkanalisiererin,Aussa the Earth Channeler,Monster,Effekt,Erde,Hexer,5,1850,1500,3
Jigabyte,Jigabyte,Monster,Effekt,Wasser,Reptil,4,1500,200,3
Inari-Feuer ,Inari Fire,Monster,Effekt,Feuer,Pyro,4,1500,200,3
Ranryu ,Ranryu ,Monster,Effekt,Wind,Drache,4,1500,200,3
Ruchloser Erzunterweltler Fresser der Ruchlosigkeit ,Nefarious Archfiend Eater of Nefariousness,Monster,Effekt,Erde,Ungeheuer,4,1500,200,3
Erwachen der Besessenen - Gagigobyte,Awakening of the Possessed - Gagigobyte,Monster,Effekt,Wasser,Reptil,5,2000,200,3
Erwachen der Besessenen - Größeres Inari-Feuer ,Awakening of the Possessed - Greater Inari Fire,Monster,Effekt,Feuer,Pyro,5,2000,200,3
Erwachen der Besessenen - Rasenryu ,Awakening of the Possessed - Rasenryu,Monster,Effekt,Wind,Drache,5,2000,200,3
Erwachen der Besessenen - Ruchloserer Erzunterweltler ,Awakening of the Possessed - Nefariouser Archfiend,Monster,Effekt,Erde,Ungeheuer,5,2000,200,3
Herr des himmlischen Gefängnisses,Lord of the Heavenly Prison,Monster,Effekt,Finsternis,Fels,10,3000,3000,3
"Amset, Ehre des Horus","Imsety, Glory of Horus",Monster,Effekt,Finsternis,Hexer,8,3000,1800,3
"Duamutef, Segen des Horus","Duamutef, Blessing of Horus",Monster,Effekt,Wasser,Ungeheuer,8,0,0,3
Märchenschweif - Mond,Fairy Tail - Luna,Monster,Effekt,Licht,Hexer,4,1850,1000,3
Der Magiebuch-Magier der Prophezeiung,Spellbook Magician of Prophecy,Monster,Effekt,Wasser,Hexer,2,500,400,3
Magiebuch des großen Kreises,Spellbook of the Grand Circle,Zauber,Normaler Zauber,-,-,-,-,-,4
Geisterverzaubererinnen,Spirit Charmers,Zauber,Schnellzauber,-,-,-,-,-,3
Große Spiritistische Kunst - Ichirin ,Grand Spiritual Art - Ichirin,Zauber,Spielfeldzauber,-,-,-,-,-,3
Erwachen der Besessenen ,Awakening of the Possessed,Zauber,Permanenter Zauber,-,-,-,-,-,3
Magiebuch der Geheimnisse ,Spellbook of Secrets,Zauber,Normaler Zauber,-,-,-,-,-,3
Magiebuch des Wissens ,Spellbook of Knowledge,Zauber,Normaler Zauber,-,-,-,-,-,3
Sarkophag des Königs,King's Sarcophagus,Zauber,Permanenter Zauber,-,-,-,-,-,3
Besessene Partnerschaften,Possessed Partnerships,Falle,Normale Falle,-,-,-,-,-,3
Nicht besessen,Unpossessed,Falle,Permanente Falle,-,-,-,-,-,3
Verzaubererinnen des großen Kreises,Charmers of the Grand Circle,Monster,Fusion,Licht,Hexer,6,1850,1500,3
"Wynn, die Windverzaubererin in grün","Wynn the Wind Charmer, Verdant",Monster,Link,Wind,Hexer,2,1850,-,3
"Aussa, die unerschütterliche Erdverzaubererin","Aussa the Earth Charmer, Immovable",Monster,Link,Erde,Hexer,2,1850,-,3
Silhouhute-Hase,Silhouhatte Rabbit,Monster,Link,Licht,Illusion,2,1500,-,3
Futsu no Mitama no Mitsurugi,Futsu no Mitama no Mitsurugi,Monster,Ritual,Finsternis,Reptil,8,2000,3400,1
Ame no Habakiri no Mitsurugi ,Ame no Habakiri no Mitsurugi,Monster,Ritual,Finsternis,Reptil,8,2400,1800,2
Mitsurugi-Spiegel ,Mitsurugi Mirror,Zauber,Ritualzauber,-,-,-,-,-,1
Mitsurugi-Großreinigung,Mitsurugi Great Purification,Falle,Normale Falle,-,-,-,-,-,1
Mitsurugi-Sturm,Mitsurugi Tempest,Falle,Normale Falle,-,-,-,-,-,1
Manju der Zehntausend Hände ,Manju of the Ten Thousand Hands,Monster,Effekt,Licht,Fee,4,1400,1000,1
Nachtschwert-Schlange ,Night Sword Serpent,Monster,Effekt,Wasser,Reptil,4,500,600,1
"Mitsurugi no Mikoto, Saji ","Mitsurugi no Mikoto, Saji",Monster,Effekt,Finsternis,Reptil,4,1000,1700,3
"Mitsurugi no Mikoto, Aramasa","Mitsurugi no Mikoto, Aramasa",Monster,Effekt,Finsternis,Reptil,4,1200,900,3
"Mitsurugi no Miko, Wousu","Mitsurugi no Miko, Wousu",Monster,Effekt,Finsternis,Reptil,8,2000,2000,1
Ame no Murakumo no Mitsurugi,Ame no Murakumo no Mitsurugi,Monster,Ritual,Finsternis,Reptil,8,3200,800,3
Vor-Vorbereitung der Riten,Pre-Preparation of Rites,Zauber,Normaler Zauber,-,-,-,-,-,3
Mitsurugi-Ritual,Mitsurugi Ritual,Zauber,Ritualzauber,-,-,-,-,-,2
